model_id,source_repo,source_lang,target_lang,vocab_size,model_type,eval_method,variants,stars,quality_label,status
de-ZH,Helsinki-NLP/opus-mt-de-ZH,de,ZH,61916,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ja-de,Helsinki-NLP/opus-mt-ja-de,ja,de,61917,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ja-es,Helsinki-NLP/opus-mt-ja-es,ja,es,61918,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sh-uk,Helsinki-NLP/opus-mt-sh-uk,sh,uk,61922,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
uk-sh,Helsinki-NLP/opus-mt-uk-sh,uk,sh,61925,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
lue-fr,Helsinki-NLP/opus-mt-lue-fr,lue,fr,61931,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-lue,Helsinki-NLP/opus-mt-fr-lue,fr,lue,61931,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
uk-es,Helsinki-NLP/opus-mt-uk-es,uk,es,61938,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-base-bat-zle,Helsinki-NLP/opus-mt-tc-base-bat-zle,tc,zle,61944,translation,seq2seq,"base,ct2,ct2_int8,lora",4.833333333333333,Gold Standard,api_success
mk-en,Helsinki-NLP/opus-mt-mk-en,mk,en,61946,translation,seq2seq,"base,ct2,ct2_int8,lora",3.5,Good,api_success
en-mk,Helsinki-NLP/opus-mt-en-mk,en,mk,61946,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-xh,Helsinki-NLP/opus-mt-fi-xh,fi,xh,61947,translation,seq2seq,"base,ct2,ct2_int8,lora",2.6666666666666665,Fair,api_success
en-hi,Helsinki-NLP/opus-mt-en-hi,en,hi,61950,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-base-zle-bat,Helsinki-NLP/opus-mt-tc-base-zle-bat,tc,bat,61956,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
fi-rw,Helsinki-NLP/opus-mt-fi-rw,fi,rw,61961,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
lue-es,Helsinki-NLP/opus-mt-lue-es,lue,es,61998,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ur-en,Helsinki-NLP/opus-mt-ur-en,ur,en,62025,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-ur,Helsinki-NLP/opus-mt-en-ur,en,ur,62025,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-inc-en,Helsinki-NLP/opus-mt-tc-bible-big-inc-en,tc,en,62026,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tcbig-bible_inc-en,Helsinki-NLP/opus-mt-tc-bible-big-inc-en,tcbig,en,62026,translation,seq2seq,"base,ct2,ct2_int8,lora",0.6666666666666666,Experimental,api_success
fi-run,Helsinki-NLP/opus-mt-fi-run,fi,run,62059,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-th,Helsinki-NLP/opus-mt-sv-th,sv,th,62064,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
sv-ZH,Helsinki-NLP/opus-mt-sv-ZH,sv,ZH,62071,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
pt-uk,Helsinki-NLP/opus-mt-pt-uk,pt,uk,62090,translation,seq2seq,"base,ct2,ct2_int8,lora",3.5,Good,api_success
uk-pt,Helsinki-NLP/opus-mt-uk-pt,uk,pt,62090,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
tc-bible-big-deu_eng_fra_por_spa-iir,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-iir,tc,iir,62090,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_deu_eng_fra_por_spa-iir,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-iir,tcbig,iir,62090,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
th-fr,Helsinki-NLP/opus-mt-th-fr,th,fr,62108,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-iir-en,Helsinki-NLP/opus-mt-tc-bible-big-iir-en,tc,en,62113,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tcbig-bible_iir-en,Helsinki-NLP/opus-mt-tc-bible-big-iir-en,tcbig,en,62113,translation,seq2seq,"base,ct2,ct2_int8,lora",0.3333333333333333,Experimental,api_success
ko-de,Helsinki-NLP/opus-mt-ko-de,ko,de,62141,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
iir-en,Helsinki-NLP/opus-mt-iir-en,iir,en,62148,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-inc-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-inc-deu_eng_nld,tc,deu_eng_nld,62164,translation,seq2seq,"base,ct2,ct2_int8,lora",0.16666666666666666,Experimental,api_success
tcbig-bible_inc-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-inc-deu_eng_nld,tcbig,deu_eng_nld,62164,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
taw-en,Helsinki-NLP/opus-mt-taw-en,taw,en,62190,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tll-fi,Helsinki-NLP/opus-mt-tll-fi,tll,fi,62218,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-tll,Helsinki-NLP/opus-mt-fi-tll,fi,tll,62218,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-iir,Helsinki-NLP/opus-mt-en-iir,en,iir,62228,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-kqn,Helsinki-NLP/opus-mt-fi-kqn,fi,kqn,62236,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
lg-fi,Helsinki-NLP/opus-mt-lg-fi,lg,fi,62274,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-lg,Helsinki-NLP/opus-mt-fi-lg,fi,lg,62274,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-deu_eng_fra_por_spa-bnt,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-bnt,tc,bnt,62297,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_deu_eng_fra_por_spa-bnt,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-bnt,tcbig,bnt,62297,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
th-en,Helsinki-NLP/opus-mt-th-en,th,en,62307,translation,seq2seq,"base,ct2,ct2_int8,lora",4.166666666666667,High Quality,api_success
lue-fi,Helsinki-NLP/opus-mt-lue-fi,lue,fi,62338,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-lue,Helsinki-NLP/opus-mt-fi-lue,fi,lue,62338,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
toi-fi,Helsinki-NLP/opus-mt-toi-fi,toi,fi,62339,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-toi,Helsinki-NLP/opus-mt-fi-toi,fi,toi,62339,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-ru,Helsinki-NLP/opus-mt-sv-ru,sv,ru,62341,translation,seq2seq,"base,ct2,ct2_int8,lora",3.6666666666666665,Good,api_success
tr-en,Helsinki-NLP/opus-mt-tr-en,tr,en,62389,translation,seq2seq,"base,ct2,ct2_int8,lora",0.6666666666666666,Experimental,api_success
cau-en,Helsinki-NLP/opus-mt-cau-en,cau,en,62393,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-ar,Helsinki-NLP/opus-mt-fr-ar,fr,ar,62419,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ko-sv,Helsinki-NLP/opus-mt-ko-sv,ko,sv,62427,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-lu,Helsinki-NLP/opus-mt-fi-lu,fi,lu,62427,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
lu-fi,Helsinki-NLP/opus-mt-lu-fi,lu,fi,62427,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
uk-fi,Helsinki-NLP/opus-mt-uk-fi,uk,fi,62439,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
fi-uk,Helsinki-NLP/opus-mt-fi-uk,fi,uk,62439,translation,seq2seq,"base,ct2,ct2_int8,lora",3.8333333333333335,Good,api_success
es-uk,Helsinki-NLP/opus-mt-es-uk,es,uk,62460,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
it-uk,Helsinki-NLP/opus-mt-it-uk,it,uk,62466,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
uk-it,Helsinki-NLP/opus-mt-uk-it,uk,it,62466,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
mk-es,Helsinki-NLP/opus-mt-mk-es,mk,es,62482,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-mk,Helsinki-NLP/opus-mt-es-mk,es,mk,62482,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-dra-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-dra-deu_eng_nld,tc,deu_eng_nld,62489,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
tcbig-bible_dra-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-dra-deu_eng_nld,tcbig,deu_eng_nld,62489,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
ja-fi,Helsinki-NLP/opus-mt-ja-fi,ja,fi,62493,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
hy-en,Helsinki-NLP/opus-mt-hy-en,hy,en,62494,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-dra-en,Helsinki-NLP/opus-mt-tc-bible-big-dra-en,tc,en,62506,translation,seq2seq,"base,ct2,ct2_int8,lora",2.3333333333333335,Fair,api_success
tcbig-bible_dra-en,Helsinki-NLP/opus-mt-tc-bible-big-dra-en,tcbig,en,62506,translation,seq2seq,"base,ct2,ct2_int8,lora",3.0,Good,api_success
en-cs,Helsinki-NLP/opus-mt-en-cs,en,cs,62509,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
cs-en,Helsinki-NLP/opus-mt-cs-en,cs,en,62509,translation,seq2seq,"base,ct2,ct2_int8,lora",0.16666666666666666,Experimental,api_success
pl-uk,Helsinki-NLP/opus-mt-pl-uk,pl,uk,62516,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
uk-pl,Helsinki-NLP/opus-mt-uk-pl,uk,pl,62516,translation,seq2seq,"base,ct2,ct2_int8,lora",3.5,Good,api_success
en-ru,Helsinki-NLP/opus-mt-en-ru,en,ru,62518,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-ar,Helsinki-NLP/opus-mt-es-ar,es,ar,62518,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ru-en,Helsinki-NLP/opus-mt-ru-en,ru,en,62518,translation,seq2seq,"base,ct2,ct2_int8,lora",2.8333333333333335,Fair,api_success
hu-en,Helsinki-NLP/opus-mt-hu-en,hu,en,62522,translation,seq2seq,"base,ct2,ct2_int8,lora",0.16666666666666666,Experimental,api_success
en-hu,Helsinki-NLP/opus-mt-en-hu,en,hu,62522,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
de-uk,Helsinki-NLP/opus-mt-de-uk,de,uk,62523,translation,seq2seq,"base,ct2,ct2_int8,lora",4.833333333333333,Gold Standard,api_success
uk-de,Helsinki-NLP/opus-mt-uk-de,uk,de,62523,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
ar-es,Helsinki-NLP/opus-mt-ar-es,ar,es,62526,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
uk-nl,Helsinki-NLP/opus-mt-uk-nl,uk,nl,62550,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
nl-uk,Helsinki-NLP/opus-mt-nl-uk,nl,uk,62550,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-mk,Helsinki-NLP/opus-mt-fi-mk,fi,mk,62563,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
mk-fi,Helsinki-NLP/opus-mt-mk-fi,mk,fi,62563,translation,seq2seq,"base,ct2,ct2_int8,lora",4.166666666666667,High Quality,api_success
ru-ar,Helsinki-NLP/opus-mt-ru-ar,ru,ar,62598,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
ar-ru,Helsinki-NLP/opus-mt-ar-ru,ar,ru,62606,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
uk-tr,Helsinki-NLP/opus-mt-uk-tr,uk,tr,62747,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tr-uk,Helsinki-NLP/opus-mt-tr-uk,tr,uk,62747,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
hu-uk,Helsinki-NLP/opus-mt-hu-uk,hu,uk,62767,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
uk-hu,Helsinki-NLP/opus-mt-uk-hu,uk,hu,62767,translation,seq2seq,"base,ct2,ct2_int8,lora",4.166666666666667,High Quality,api_success
uk-cs,Helsinki-NLP/opus-mt-uk-cs,uk,cs,62778,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
cs-uk,Helsinki-NLP/opus-mt-cs-uk,cs,uk,62778,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ru-fi,Helsinki-NLP/opus-mt-ru-fi,ru,fi,62783,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-ru,Helsinki-NLP/opus-mt-fi-ru,fi,ru,62783,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
en-ar,Helsinki-NLP/opus-mt-en-ar,en,ar,62802,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sl-uk,Helsinki-NLP/opus-mt-sl-uk,sl,uk,62814,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
uk-sl,Helsinki-NLP/opus-mt-uk-sl,uk,sl,62814,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
ar-en,Helsinki-NLP/opus-mt-ar-en,ar,en,62834,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
ru-af,Helsinki-NLP/opus-mt-ru-af,ru,af,62842,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
af-ru,Helsinki-NLP/opus-mt-af-ru,af,ru,62842,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ru-lv,Helsinki-NLP/opus-mt-ru-lv,ru,lv,62862,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
lv-ru,Helsinki-NLP/opus-mt-lv-ru,lv,ru,62862,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ru-et,Helsinki-NLP/opus-mt-ru-et,ru,et,62898,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
et-ru,Helsinki-NLP/opus-mt-et-ru,et,ru,62898,translation,seq2seq,"base,ct2,ct2_int8,lora",4.833333333333333,Gold Standard,api_success
da-ru,Helsinki-NLP/opus-mt-da-ru,da,ru,62922,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ru-da,Helsinki-NLP/opus-mt-ru-da,ru,da,62922,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ru-sv,Helsinki-NLP/opus-mt-ru-sv,ru,sv,62927,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-ZH,Helsinki-NLP/opus-mt-fi-ZH,fi,ZH,62933,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
lt-ru,Helsinki-NLP/opus-mt-lt-ru,lt,ru,62942,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
ru-lt,Helsinki-NLP/opus-mt-ru-lt,ru,lt,62942,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
dra-en,Helsinki-NLP/opus-mt-dra-en,dra,en,62943,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-dra,Helsinki-NLP/opus-mt-en-dra,en,dra,62952,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_deu_eng_fra_por_spa-mul,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-mul,tcbig,mul,62959,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
tc-bible-big-deu_eng_fra_por_spa-mul,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-mul,tc,mul,62959,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
vi-ru,Helsinki-NLP/opus-mt-vi-ru,vi,ru,63007,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ru-vi,Helsinki-NLP/opus-mt-ru-vi,ru,vi,63007,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ti-en,Helsinki-NLP/opus-mt-ti-en,ti,en,63050,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-ti,Helsinki-NLP/opus-mt-en-ti,en,ti,63050,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
he-de,Helsinki-NLP/opus-mt-he-de,he,de,63066,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
de-he,Helsinki-NLP/opus-mt-de-he,de,he,63066,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
de-ar,Helsinki-NLP/opus-mt-de-ar,de,ar,63077,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ar-de,Helsinki-NLP/opus-mt-ar-de,ar,de,63079,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sl-ru,Helsinki-NLP/opus-mt-sl-ru,sl,ru,63099,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ru-sl,Helsinki-NLP/opus-mt-ru-sl,ru,sl,63099,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
uk-he,Helsinki-NLP/opus-mt-uk-he,uk,he,63101,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
he-uk,Helsinki-NLP/opus-mt-he-uk,he,uk,63101,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-he,Helsinki-NLP/opus-mt-es-he,es,he,63105,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
he-es,Helsinki-NLP/opus-mt-he-es,he,es,63105,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
he-it,Helsinki-NLP/opus-mt-he-it,he,it,63130,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
bg-tr,Helsinki-NLP/opus-mt-bg-tr,bg,tr,63138,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-he,Helsinki-NLP/opus-mt-fr-he,fr,he,63140,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-he,Helsinki-NLP/opus-mt-sv-he,sv,he,63169,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
he-sv,Helsinki-NLP/opus-mt-he-sv,he,sv,63169,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
am-sv,Helsinki-NLP/opus-mt-am-sv,am,sv,63199,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ml-en,Helsinki-NLP/opus-mt-ml-en,ml,en,63224,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-fi,Helsinki-NLP/opus-mt-es-fi,es,fi,63261,translation,seq2seq,"base,ct2,ct2_int8,lora",3.0,Good,api_success
fi-es,Helsinki-NLP/opus-mt-fi-es,fi,es,63261,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ar-tr,Helsinki-NLP/opus-mt-ar-tr,ar,tr,63272,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
it-ar,Helsinki-NLP/opus-mt-it-ar,it,ar,63294,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ar-it,Helsinki-NLP/opus-mt-ar-it,ar,it,63294,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
he-ar,Helsinki-NLP/opus-mt-he-ar,he,ar,63304,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
el-ar,Helsinki-NLP/opus-mt-el-ar,el,ar,63305,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tr-ar,Helsinki-NLP/opus-mt-tr-ar,tr,ar,63311,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ar-he,Helsinki-NLP/opus-mt-ar-he,ar,he,63334,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ar-el,Helsinki-NLP/opus-mt-ar-el,ar,el,63336,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
he-ru,Helsinki-NLP/opus-mt-he-ru,he,ru,63339,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ru-he,Helsinki-NLP/opus-mt-ru-he,ru,he,63339,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-ru,Helsinki-NLP/opus-mt-es-ru,es,ru,63430,translation,seq2seq,"base,ct2,ct2_int8,lora",0.3333333333333333,Experimental,api_success
pl-en,Helsinki-NLP/opus-mt-pl-en,pl,en,63430,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
ru-es,Helsinki-NLP/opus-mt-ru-es,ru,es,63430,translation,seq2seq,"base,ct2,ct2_int8,lora",1.0,Basic,api_success
fi-he,Helsinki-NLP/opus-mt-fi-he,fi,he,63477,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
he-fi,Helsinki-NLP/opus-mt-he-fi,he,fi,63477,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
bn-en,Helsinki-NLP/opus-mt-bn-en,bn,en,63597,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
hplt-en-et,HPLT/translate-en-et-v1.0-hplt,hplt,et,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-en-fi,HPLT/translate-en-fi-v1.0-hplt,hplt,fi,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-en-ar,HPLT/translate-en-ar-v1.0-hplt_opus,hplt,ar,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-ca-en,HPLT/translate-ca-en-v1.0-hplt,hplt,en,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-en-ga,HPLT/translate-en-ga-v1.0-hplt,hplt,ga,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-en-ca,HPLT/translate-en-ca-v1.0-hplt,hplt,ca,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-et-en,HPLT/translate-et-en-v1.0-hplt,hplt,en,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-en-is,HPLT/translate-en-is-v1.0-hplt,hplt,is,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-sw-en,HPLT/translate-sw-en-v1.0-hplt,hplt,en,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-nn-en,HPLT/translate-nn-en-v1.0-hplt_opus,hplt,en,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-hi-en,HPLT/translate-hi-en-v1.0-hplt,hplt,en,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-ga-en,HPLT/translate-ga-en-v1.0-hplt,hplt,en,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-en-sw,HPLT/translate-en-sw-v1.0-hplt,hplt,sw,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-en-zh_hant,HPLT/translate-en-zh_hant-v1.0-hplt_opus,hplt,zh_hant,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-en-eu,HPLT/translate-en-eu-v1.0-hplt,hplt,eu,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-is-en,HPLT/translate-is-en-v1.0-hplt,hplt,en,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-mt-en,HPLT/translate-mt-en-v1.0-hplt,hplt,en,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-en-mt,HPLT/translate-en-mt-v1.0-hplt,hplt,mt,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-en-gl,HPLT/translate-en-gl-v1.0-hplt,hplt,gl,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-en-hi,HPLT/translate-en-hi-v1.0-hplt,hplt,hi,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-gl-en,HPLT/translate-gl-en-v1.0-hplt,hplt,en,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-bs-en,HPLT/translate-bs-en-v1.0-hplt_opus,hplt,en,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
hplt-hr-en,HPLT/translate-hr-en-v1.0-hplt_opus,hplt,en,64001,translation,seq2seq,"base,ct2,ct2_int8,lora",,,api_success
